ID	DISCRIMINATOR	CODE	DISPLAY_CODE	NAME	IS_ACTIVE	CREATED_ON	CREATED_BY_ID	UPDATED_ON	UPDATED_BY_ID	VERSION	PID	P_UUID	ALH_ID
1	account.subtype	migration.migration	MIGRATION	Migration	0	2019-11-19 23:13:32.353	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
2	account.type	migration	MIGRATION	migration	0	2019-11-19 23:13:32.356	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
3	archive.address.type	migration	MIGRATION	Migration	0	2019-11-19 23:13:32.356	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
4	archive.clean.air.type	migration	MIGRATION	Migration	0	2019-11-19 23:13:32.356	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
5	archive.data.source.type	migration	MIGRATION	Migration	0	2019-11-19 23:13:32.356	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
6	archive.financial.balance.transaction.type	migration	MIGRATION	Migration	0	2019-11-19 23:13:32.364	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
7	archive.financial.balance.type	migration	MIGRATION	Migration	0	2019-11-19 23:13:32.365	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
8	archive.license.plate.ca.type	MIGRATION	MIGRATION	Migration	0	2019-11-19 23:13:32.365	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
9	bulk.action.warning	no_move_interop	NO_MOVE_INTEROP	No Move Interop	1	2023-12-13 18:36:38.783	1	2023-12-13 18:36:38.783	1	0	SEED [V3.0]	0	1
10	archive.transponder.status	migration	MIGRATION	Migration	0	2019-11-19 23:13:32.365	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
11	archive.transponder.type	migration	MIGRATION	Migration	0	2019-11-19 23:13:32.366	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
12	archive.vehicle.status	migration	MIGRATION	Migration	0	2019-11-19 23:13:32.366	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
13	access.log.type	account_access	ACCOUNT_ACCESS	Account Access	1	2019-11-19 23:13:32.366	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
14	access.log.type	login_success	LOGIN_SUCCESS	Login Successful	1	2019-11-19 23:13:32.366	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
15	access.log.type	login_failure_bad_credentials	LOGIN_FAILURE_BAD_CREDENTIALS	Login Failure Bad Credentials	1	2019-11-19 23:13:32.367	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
16	access.log.type	login_failure_credentials_expired	LOGIN_FAILURE_CREDENTIALS_EXPIRED	Login Failure Credentials Expired	1	2019-11-19 23:13:32.369	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
17	access.log.type	login_failure_disabled	LOGIN_FAILURE_DISABLED	Login Failure Disabled	1	2019-11-19 23:13:32.370	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
18	access.log.type	login_failure_expired	LOGIN_FAILURE_EXPIRED	Login Failure Expired	1	2019-11-19 23:13:32.370	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
19	access.log.type	login_failure_locked	LOGIN_FAILURE_LOCKED	Login Failure Locked	1	2019-11-19 23:13:32.370	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
20	access.log.type	login_failure_provider_not_found	LOGIN_FAILURE_PROVIDER_NOT_FOUND	Login Failure Provider Not Found	1	2019-11-19 23:13:32.370	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
21	access.log.type	login_failure_proxy_untrusted	LOGIN_FAILURE_PROXY_UNTRUSTED	Login Failure Proxy Untrusted	1	2019-11-19 23:13:32.371	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
22	access.log.type	login_failure_service_exception	LOGIN_FAILURE_SERVICE_EXCEPTION	Login Failure Service Exception	1	2019-11-19 23:13:32.373	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
23	access.log.type	system	SYSTEM	System	1	2019-11-19 23:13:32.373	1	2019-11-19 23:13:32.373	1	0	SEED [V1.0]	0	1
24	account.alert.type	account_balance_low	ACCOUNT_BALANCE_LOW	Account balance is below the threshold	1	2019-11-19 23:13:32.373	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
25	account.alert.type	card_expired	CARD_EXPIRED	Account credit card on file has expired or is about to expire	1	2019-11-19 23:13:32.373	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
26	account.alert.type	delinquent_plan	DELINQUENT_PLAN	Delinquent payment plan	1	2019-11-19 23:13:32.373	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
27	account.alert.type	email_error	EMAIL_ERROR	Account email address on file is undeliverable	1	2019-11-19 23:13:32.373	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
28	account.alert.type	first_violation	FIRST_VIOLATION	First time violation	1	2019-11-19 23:13:32.373	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
29	account.alert.type	invoice_payment_past_due	INVOICE_PAYMENT_PAST_DUE	Invoice payment is past due	1	2019-11-19 23:13:32.374	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
30	account.alert.type	last_payment_declined	LAST_PAYMENT_DECLINED	Last payment was declined	1	2019-11-19 23:13:32.374	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
31	account.alert.type	negative_balance	NEGATIVE_BALANCE	Account balance is negative	1	2019-11-19 23:13:32.374	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
32	account.alert.type	nixie	NIXIE	Account mailing address is undeliverable	1	2019-11-19 23:13:32.374	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
33	account.alert.type	no_active_vehicles	NO_ACTIVE_VEHICLES	No active vehicles	1	2019-11-19 23:13:32.374	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
34	account.alert.type	vehicle_no_plate	VEHICLE_NO_PLATE	Vehicle has no plate	1	2019-11-19 23:13:32.374	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
35	account.create.error	violation_duplicate	VIOLATION_DUPLICATE	Violation account already exists	1	2019-11-19 23:13:32.374	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
36	account.error	agency_account_access	AGENCY_ACCOUNT_ACCESS	Agency account cannot be accessed	1	2019-11-19 23:13:32.374	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
37	account.flag.type	collection	COLLECTION	Collection	0	2019-11-19 23:13:32.374	1	2019-11-19 23:13:32.374	1	0	SEED [V1.0]	0	1
38	account.flag.type	judgment	JUDGMENT	Judgment	0	2019-11-19 23:13:32.374	1	2019-11-19 23:13:32.374	1	0	SEED [V1.0]	0	1
39	account.flag.type	manager_only	MANAGER_ONLY	Manager Only	0	2019-11-19 23:13:32.375	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
40	account.flag.type	tax_offset	TAX_OFFSET	Tax Offset	0	2019-11-19 23:13:32.375	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
41	archive.account.marketing.status	main_plan	MAIN PLAN	Main Plan	0	2019-11-19 23:13:32.375	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
42	archive.account.marketing.status	plan_b	PLAN B	Plan B	0	2019-11-19 23:13:32.376	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
43	account.match.status	active	ACTIVE	Active	1	2019-11-19 23:13:32.376	1	2019-11-19 23:13:32.376	1	0	SEED [V1.0]	0	1
44	account.match.status	inactive	INACTIVE	Inactive	1	2019-11-19 23:13:32.376	1	2019-11-19 23:13:32.376	1	0	SEED [V1.0]	0	1
45	account.match.type	full_name_address	FULL_NAME_ADDRESS	Full Name & Address	1	2019-11-19 23:13:32.377	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
46	account.match.type	last_name_address	LAST_NAME_ADDRESS	Last Name & Address	1	2019-11-19 23:13:32.377	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
47	account.replenishment.error	amount_max	AMOUNT_MAX	Amount is more than allowed	1	2019-11-19 23:13:32.377	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
48	account.replenishment.error	amount_min	AMOUNT_MIN	Replenishment amount less than allowed.	1	2019-11-19 23:13:32.377	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
49	account.replenishment.error	threshold_max	THRESHOLD_MAX	Threshold is more than amount	1	2019-11-19 23:13:32.377	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
50	account.replenishment.error	threshold_min	THRESHOLD_MIN	Threshold cannot be less than 1/3 the replenishment amount.	1	2019-11-19 23:13:32.377	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
51	account.request.close.type	bay_area	BAY_AREA	Bay Area	1	2019-11-19 23:13:32.377	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
52	account.request.close.type	changed_mind	CHANGED_MIND	Changed Mind	1	2019-11-19 23:13:32.378	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
53	account.request.close.type	costco	COSTCO	Costco	1	2019-11-19 23:13:32.378	1	2019-11-19 23:13:32.378	1	0	SEED [V1.0]	0	1
54	account.request.close.type	death	DEATH	Death	1	2019-11-19 23:13:32.378	1	2019-11-19 23:13:32.378	1	0	SEED [V1.0]	0	1
55	account.request.close.type	duplicate	DUPLICATE	Duplicate Acount	1	2019-11-19 23:13:32.378	1	2019-11-19 23:13:32.378	1	0	SEED [V1.0]	0	1
56	account.request.close.type	i15	I15	I 15	1	2019-11-19 23:13:32.378	1	2019-11-19 23:13:32.378	1	0	SEED [V1.0]	0	1
57	account.request.close.type	lack_use	LACK_USE	Lack Of Use	1	2019-11-19 23:13:32.378	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
58	account.request.close.type	la_metro	LA_METRO	LA Metro	1	2019-11-19 23:13:32.378	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
59	account.request.close.type	moving	MOVING	Moving	1	2019-11-19 23:13:32.378	1	2019-11-19 23:13:32.378	1	0	SEED [V1.0]	0	1
60	account.request.close.type	opened_error	OPENED_ERROR	Opened In Error	1	2019-11-19 23:13:32.378	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
61	account.request.close.type	policy	POLICY	Policy	1	2019-11-19 23:13:32.379	1	2019-11-19 23:13:32.379	1	0	SEED [V1.0]	0	1
62	account.request.close.type	poor_service	POOR_SERVICE	Poor Customer Service	1	2019-11-19 23:13:32.380	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
63	account.request.close.type	sbx	SBX	SBX	1	2019-11-19 23:13:32.380	1	2019-11-19 23:13:32.380	1	0	SEED [V1.0]	0	1
64	account.request.close.type	undefined	UNDEFINED	Undefined	1	2019-11-19 23:13:32.380	1	2019-11-19 23:13:32.380	1	0	SEED [V1.0]	0	1
65	account.request.close.type	"91_express"	"91_EXPRESS"	"91 Express Lanes"	1	2019-11-19 23:13:32.380	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
66	account.status	active	ACTIVE	Active	1	2019-11-19 23:13:32.380	1	2019-11-19 23:13:32.380	1	0	SEED [V1.0]	0	1
67	account.status	archived	ARCHIVED	Archived	1	2019-11-19 23:13:32.380	1	2019-11-19 23:13:32.380	1	0	SEED [V1.0]	0	1
68	account.status	closed	CLOSED	Closed	1	2019-11-19 23:13:32.381	1	2019-11-19 23:13:32.381	1	0	SEED [V1.0]	0	1
69	account.status	collection	COLLECTION	Collection	0	2019-11-19 23:13:32.381	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
70	account.status	locked	LOCKED	Locked	1	2019-11-19 23:13:32.381	1	2019-11-19 23:13:32.381	1	0	SEED [V1.0]	0	1
71	account.status	pending_close	PENDING_CLOSE	Pending Close	1	2019-11-19 23:13:32.381	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
72	account.status	suspended	SUSPENDED	Suspended	1	2019-11-19 23:13:32.382	1	2019-11-19 23:13:32.382	1	0	SEED [V1.0]	0	1
73	account.subtype	agency.customer	CUSTOMER	Customer	1	2019-11-19 23:13:32.382	1	2019-11-19 23:13:32.382	1	0	SEED [V1.0]	0	1
74	account.subtype	agency.deposit	DEPOSIT	Deposit	1	2019-11-19 23:13:32.382	1	2019-11-19 23:13:32.382	1	0	SEED [V1.0]	0	1
75	account.subtype	agency.equipment	EQUIPMENT	Equipment	1	2019-11-19 23:13:32.382	1	2019-11-19 23:13:32.382	1	0	SEED [V1.0]	0	1
76	account.subtype	agency.refund	REFUND	Refund	1	2019-11-19 23:13:32.382	1	2019-11-19 23:13:32.382	1	0	SEED [V1.0]	0	1
77	account.subtype	agency.road	ROAD	Road	1	2019-11-19 23:13:32.383	1	2019-11-19 23:13:32.383	1	0	SEED [V1.0]	0	1
78	account.subtype	express.fleet	FLEET	Fleet	1	2019-11-19 23:13:32.383	1	2019-11-19 23:13:32.383	1	0	SEED [V1.0]	0	1
79	account.subtype	express.postpaid_charge	POSTPAID_CHARGE	Postpaid Charge	1	2019-11-19 23:13:32.384	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
80	account.subtype	express.postpaid_invoice	POSTPAID_INVOICE	Postpaid Invoice	1	2019-11-19 23:13:32.384	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
81	account.subtype	express.prepaid	PREPAID	Prepaid	1	2019-11-19 23:13:32.384	1	2019-11-19 23:13:32.384	1	0	SEED [V1.0]	0	1
82	account.subtype	fastrak.commercial	COMMERCIAL	Commercial	0	2019-11-19 23:13:32.386	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
83	account.subtype	fastrak.commercial_postpaid_charge	COMMERCIAL_POSTPAID_CHARGE	Commercial Postpaid Charge	1	2019-11-19 23:13:32.386	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
84	account.subtype	fastrak.commercial_postpaid_invoice	COMMERCIAL_POSTPAID_INVOICE	Commercial Postpaid Invoice	1	2019-11-19 23:13:32.386	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
85	account.subtype	fastrak.commercial_prepaid	COMMERCIAL_PREPAID	Commercial Prepaid	1	2019-11-19 23:13:32.386	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
86	account.subtype	fastrak.fleet	FLEET	Fleet	1	2019-11-19 23:13:32.386	1	2019-11-19 23:13:32.386	1	0	SEED [V1.0]	0	1
87	account.subtype	fastrak.individual	INDIVIDUAL	Individual	0	2019-11-19 23:13:32.386	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
88	account.subtype	fastrak.individual_postpaid_charge	INDIVIDUAL_POSTPAID_CHARGE	Individual Postpaid Charge	1	2019-11-19 23:13:32.387	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
89	account.subtype	fastrak.individual_postpaid_invoice	INDIVIDUAL_POSTPAID_INVOICE	Individual Postpaid Invoice	1	2019-11-19 23:13:32.387	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
90	account.subtype	fastrak.individual_prepaid	INDIVIDUAL_PREPAID	Individual Prepaid	1	2019-11-19 23:13:32.387	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
91	account.subtype	fastrak.non_revenue_chp	NON_REVENUE_CHP	Non-Revenue CHP	1	2019-11-19 23:13:32.387	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
92	account.subtype	fastrak.non_revenue_local	NON_REVENUE_LOCAL	Non-Revenue Local	1	2019-11-19 23:13:32.387	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
93	account.subtype	fastrak.non_revenue_other	NON REVENUE OTHER	Non-Revenue Other	0	2019-11-19 23:13:32.388	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
94	account.subtype	interop.cal_toll_oper_com	CAL TOLL OPER COM	California Toll Operators Committee	0	2019-11-19 23:13:32.388	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
95	account.subtype	interop.national_interop	NATIONAL INTEROP	National Interoperable	0	2019-11-19 23:13:32.388	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
96	account.subtype	marketing.individual	INDIVIDUAL	Individual	1	2019-11-19 23:13:32.388	1	2019-11-19 23:13:32.388	1	0	SEED [V1.0]	0	1
97	account.subtype	one_time_toll.individual	INDIVIDUAL	Individual	1	2019-11-19 23:13:32.388	1	2019-11-19 23:13:32.388	1	0	SEED [V1.0]	0	1
98	account.subtype	one_time_toll.one_time_toll	ONE-TIME TOLL	One-Time Toll	0	2019-11-19 23:13:32.389	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
99	account.subtype	one_time_toll.one_time_toll_pay	ONE-TIME TOLL PAY	One-Time Toll Pay	0	2019-11-19 23:13:32.390	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
100	account.subtype	one_time_toll.one_time_toll_range	ONE-TIME TOLL RANGE	One-Time Toll Range	0	2019-11-19 23:13:32.390	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
101	account.subtype	one_time_toll.one_time_toll_rental	ONE-TIME TOLL RENTAL	One-Time Toll Rental	0	2019-11-19 23:13:32.390	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
102	account.subtype	one_time_toll.pay	PAY	Pay	1	2019-11-19 23:13:32.391	1	2019-11-19 23:13:32.391	1	0	SEED [V1.0]	0	1
103	account.subtype	one_time_toll.range	RANGE	Range	1	2019-11-19 23:13:32.391	1	2019-11-19 23:13:32.391	1	0	SEED [V1.0]	0	1
104	account.subtype	one_time_toll.rental	RENTAL	Rental	1	2019-11-19 23:13:32.392	1	2019-11-19 23:13:32.392	1	0	SEED [V1.0]	0	1
105	account.subtype	violation.individual	INDIVIDUAL	Individual	1	2019-11-19 23:13:32.392	1	2019-11-19 23:13:32.392	1	0	SEED [V1.0]	0	1
106	account.subtype	violation.rental	RENTAL	Rental	1	2019-11-19 23:13:32.392	1	2019-11-19 23:13:32.392	1	0	SEED [V1.0]	0	1
107	account.type	agency	AGENCY	Agency	1	2019-11-19 23:13:32.392	1	2019-11-19 23:13:32.392	1	0	SEED [V1.0]	0	1
108	account.type	express	EXPRESS	Express	1	2019-11-19 23:13:32.392	1	2019-11-19 23:13:32.392	1	0	SEED [V1.0]	0	1
109	account.type	fastrak	FASTRAK	FasTrak	1	2019-11-19 23:13:32.393	1	2019-11-19 23:13:32.393	1	0	SEED [V1.0]	0	1
110	account.type	interop	INTEROP	Interoperable	0	2019-11-19 23:13:32.393	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
111	account.type	marketing	MARKETING	Marketing	1	2019-11-19 23:13:32.393	1	2019-11-19 23:13:32.393	1	0	SEED [V1.0]	0	1
112	account.type	one_time_toll	ONE_TIME_TOLL	One Time Toll	1	2019-11-19 23:13:32.393	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
113	account.type	violation	VIOLATION	Violation	1	2019-11-19 23:13:32.393	1	2019-11-19 23:13:32.393	1	0	SEED [V1.0]	0	1
114	archive.activity.status	complete	COMPLETE	Complete	0	2019-11-19 23:13:32.394	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
115	archive.activity.status	pending	PENDING	Pending	0	2019-11-19 23:13:32.394	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
116	address.type	billing	BILLING	Billing	1	2019-11-19 23:13:32.394	1	2019-11-19 23:13:32.394	1	0	SEED [V1.0]	0	1
117	address.type	dmv	DMV	DMV	1	2019-11-19 23:13:32.394	1	2019-11-19 23:13:32.394	1	0	SEED [V1.0]	0	1
118	address.type	judgment	JUDGMENT	Judgment	1	2019-11-19 23:13:32.394	1	2019-11-19 23:13:32.394	1	0	SEED [V1.0]	0	1
119	address.type	payment_method	PAYMENT_METHOD	Payment Method	1	2019-11-19 23:13:32.394	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
120	address.type	shipping	SHIPPING	Shipping	1	2019-11-19 23:13:32.395	1	2019-11-19 23:13:32.395	1	0	SEED [V1.0]	0	1
121	agency.reference.type	customer_deposit	CUSTOMER_DEPOSIT	Customer Deposit	0	2019-11-19 23:13:32.396	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
122	agency.reference.type	customer_equipment	CUSTOMER_EQUIPMENT	Customer Equipment	1	2019-11-19 23:13:32.397	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
123	agency.reference.type	customer_refund	CUSTOMER_REFUND	Customer Refund	0	2019-11-19 23:13:32.397	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
124	agency.reference.type	invoice_batch	INVOICE_BATCH	Invoice Batch	1	2019-11-19 23:13:32.397	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
125	agency.reference.type	prepaid_batch	PREPAID_BATCH	Prepaid Batch	1	2019-11-19 23:13:32.398	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
126	agency.reference.type	road_customer	ROAD_CUSTOMER	Road Customer	1	2019-11-19 23:13:32.398	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
127	agency.reference.type	transaction	TRANSACTION	Transaction	0	2019-11-19 23:13:32.398	1	2019-11-19 23:13:32.398	1	0	SEED [V1.0]	0	1
128	agency.reference.type	violation_batch	VIOLATION_BATCH	Violation Batch	1	2019-11-19 23:13:32.398	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
129	agency.type	customer	CUSTOMER	Customer	1	2019-11-19 23:13:32.398	1	2019-11-19 23:13:32.398	1	0	SEED [V1.0]	0	1
130	agency.type	deposit	DEPOSIT	Deposit	1	2019-11-19 23:13:32.399	1	2019-11-19 23:13:32.399	1	0	SEED [V1.0]	0	1
131	agency.type	equipment	EQUIPMENT	Equipment	1	2019-11-19 23:13:32.399	1	2019-11-19 23:13:32.399	1	0	SEED [V1.0]	0	1
132	agency.type	interop_customer	INTEROP_CUSTOMER	Interoperable Customer	1	2019-11-19 23:13:32.399	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
133	agency.type	interop_road	INTEROP_ROAD	Interoperable Road	1	2019-11-19 23:13:32.399	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
134	agency.type	national_interop_customer	NATIONAL_INTEROP_CUSTOMER	National Interoperable Customer	1	2019-11-19 23:13:32.399	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
135	agency.type	national_interop_road	NATIONAL_INTEROP_ROAD	National Interoperable Road	1	2019-11-19 23:13:32.400	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
136	agency.type	refund	REFUND	Refund	1	2019-11-19 23:13:32.400	1	2019-11-19 23:13:32.400	1	0	SEED [V1.0]	0	1
137	agency.type	road	ROAD	Road	1	2019-11-19 23:13:32.400	1	2019-11-19 23:13:32.400	1	0	SEED [V1.0]	0	1
138	archive.audit.reject.type	"10_composite_failure"	"10 COMPOSITE FAILURE"	Composite Failure	0	2019-11-19 23:13:32.400	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
139	archive.audit.reject.type	"60_image_not_clear"	"60 IMAGE NOT CLEAR"	Image Not Clear	0	2019-11-19 23:13:32.400	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
140	archive.audit.reject.type	"62_too_dark"	"62 TOO DARK"	Too Dark	0	2019-11-19 23:13:32.400	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
141	archive.audit.reject.type	"63_too_high"	"63 TOO HIGH"	Too High	0	2019-11-19 23:13:32.401	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
142	archive.audit.reject.type	"64_too_low"	"64 TOO LOW"	Too Low	0	2019-11-19 23:13:32.402	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
143	archive.audit.reject.type	"65_too_left"	"65 TOO LEFT"	Too Left	0	2019-11-19 23:13:32.402	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
144	archive.audit.reject.type	"66_too_right"	"66 TOO RIGHT"	Too Right	0	2019-11-19 23:13:32.402	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
145	archive.audit.reject.type	"67_black"	"67 BLACK"	Black	0	2019-11-19 23:13:32.402	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
146	archive.audit.reject.type	"72_no_vehicle"	"72 NO VEHICLE"	No Vehicle	0	2019-11-19 23:13:32.402	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
147	archive.audit.reject.type	"74_glare"	"74 GLARE"	Glare	0	2019-11-19 23:13:32.402	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
148	archive.audit.reject.type	"75_not_in_lane"	"75 NOT IN LANE"	Not In Lane	0	2019-11-19 23:13:32.402	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
149	archive.audit.reject.type	"76_non_reflective_plate"	"76 NON REFLECTIVE PLATE"	Non Reflective Plate	0	2019-11-19 23:13:32.403	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
150	archive.audit.reject.type	"84_no_plate"	"84 NO PLATE"	No Plate	0	2019-11-19 23:13:32.403	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
151	archive.audit.reject.type	"85_plate_obscured"	"85 PLATE OBSCURED"	Plate Obscured	0	2019-11-19 23:13:32.403	1	2021-07-23 10:34:30.599	1	0	SEED [V1.0]-[V2.0upd]	0	1
